Tm,Yr,Total_AV,Expected_AV,Picks,AV_Above_Expected
DAL,2009,12.0,74.91988795640414,8,-62.91988795640414
DAL,2010,119.0,47.00578485173772,3,71.99421514826227
DAL,2011,153.0,85.57356219766984,6,67.42643780233016
DAL,2012,61.0,68.95242102239119,4,-7.952421022391192
DAL,2013,113.0,96.95542694030264,7,16.044573059697356
DAL,2014,193.0,73.78298255722923,5,119.21701744277077
DAL,2015,57.0,67.95724006851218,5,-10.957240068512178
DAL,2016,241.0,122.84776077551028,9,118.15223922448972
DAL,2017,69.0,73.9374909395545,6,-4.937490939554493
DAL,2018,124.0,91.85657601530926,7,32.14342398469074
DAL,2019,71.0,45.82048438987723,4,25.17951561012277
DAL,2020,123.0,91.2186843635329,7,31.7813156364671
