Tm,Yr,Total_AV,Expected_AV_PosAdj,Picks,AV_Above_Expected_PosAdj
BUF,2020,74.0,48.88514224817518,5,25.11485775182482
BUF,2021,79.0,55.17645192464529,6,23.823548075354708
BUF,2022,89.0,74.28824180322943,6,14.711758196770575
BUF,2023,36.0,52.77363931509403,3,-16.77363931509403
CAR,2000,60.0,95.63745263521919,7,-35.63745263521919
CAR,2001,189.0,106.00886785161903,7,82.99113214838097
CAR,2002,141.0,99.70367985612097,5,41.29632014387903
CAR,2003,106.0,104.22185674292223,7,1.7781432570777724
CAR,2004,114.0,73.34413173812247,6,40.65586826187753
CAR,2005,110.0,93.83122634629309,5,16.168773653706907
CAR,2006,111.0,85.19454265618417,7,25.80545734381583
CAR,2007,179.0,111.76836304610539,8,67.23163695389461
CAR,2008,125.0,130.26055121777674,9,-5.260551217776737
CAR,2009,46.0,52.01092523863333,4,-6.010925238633327
CAR,2010,60.0,64.71398374184957,9,-4.7139837418495745
CAR,2011,117.0,101.92441228490779,6,15.075587715092212
CAR,2012,146.0,99.25038621557769,7,46.74961378442231
CAR,2013,78.0,60.566810398853534,3,17.433189601146466
CAR,2014,92.0,67.51360074701894,5,24.48639925298106
CAR,2015,92.0,75.59169396870253,5,16.40830603129747
CAR,2016,36.0,51.283501892955385,4,-15.283501892955385
CAR,2017,107.0,79.62771177852933,5,27.37228822147067
CAR,2018,90.0,80.9523111214319,7,9.047688878568096
CAR,2019,49.0,98.6803941093622,6,-49.6803941093622
CAR,2020,91.0,92.77675483152296,7,-1.7767548315229647
CAR,2021,70.0,104.47512481530471,9,-34.47512481530471
CAR,2022,28.0,62.174387470059045,4,-34.174387470059045
CAR,2023,26.0,100.86299661477291,5,-74.86299661477291
CHI,2000,225.0,94.67182487913905,7,130.32817512086095
CHI,2001,44.0,86.58008184071001,4,-42.58008184071001
CHI,2002,90.0,98.0539317649568,8,-8.0539317649568
CHI,2003,233.0,160.52310751783045,12,72.47689248216955
CHI,2004,112.0,96.98101843167503,7,15.018981568324975
CHI,2005,50.0,86.96674437510066,6,-36.96674437510066
CHI,2006,90.0,75.9048306561402,6,14.095169343859794
CHI,2007,49.0,67.96575159842162,6,-18.96575159842162
CHI,2008,144.0,117.24805251848117,9,26.751947481518826
CHI,2009,63.0,66.15414593930718,7,-3.1541459393071847
CHI,2010,46.0,39.81355697849874,4,6.186443021501262
CHI,2011,40.0,67.2427019045871,4,-27.242701904587094
CHI,2012,49.0,58.6712308585667,4,-9.671230858566702
CHI,2013,71.0,89.03568991030559,6,-18.035689910305592
CHI,2014,114.0,98.62055544195128,7,15.379444558048718
CHI,2015,65.0,106.72221337413816,6,-41.722213374138164
CHI,2016,122.0,115.29571525948734,9,6.704284740512662
CHI,2017,102.0,80.54294260238359,4,21.45705739761641
CHI,2018,93.0,107.001943364219,6,-14.001943364219002
CHI,2019,30.0,25.078198600053835,3,4.921801399946165
CHI,2020,92.0,67.1890537984241,7,24.810946201575902
CHI,2021,76.0,66.94459913236223,7,9.055400867637772
CHI,2022,61.0,84.50679477236905,10,-23.506794772369048
CHI,2023,53.0,100.84086817202432,8,-47.840868172024315
CIN,2000,53.0,100.57801543045719,7,-47.578015430457185
CIN,2001,207.0,108.21614042240614,7,98.78385957759386
CIN,2002,51.0,84.02805746744072,5,-33.02805746744072
CIN,2003,112.0,128.97197476248274,8,-16.971974762482745
CIN,2004,125.0,130.66638680632934,9,-5.666386806329342
CIN,2005,58.0,91.5135915164124,6,-33.513591516412404
CIN,2006,155.0,91.95380381598382,7,63.04619618401618
CIN,2007,70.0,48.25749382400769,4,21.74250617599231
CIN,2008,66.0,106.68442268338654,7,-40.68442268338654
CIN,2009,170.0,131.04389356417005,9,38.95610643582995
CIN,2010,180.0,86.5248013283529,6,93.4751986716471
CIN,2011,199.0,103.65533331672208,6,95.34466668327792
CIN,2012,122.0,120.04066855683033,8,1.959331443169674
CIN,2013,95.0,120.11291162617184,8,-25.112911626171837
CIN,2014,74.0,95.03266824768318,7,-21.032668247683176
CIN,2015,49.0,97.51329538215127,8,-48.51329538215127
CIN,2016,103.0,93.60340130701019,7,9.396598692989812
CIN,2017,87.0,109.83826118009405,9,-22.83826118009405
CIN,2018,95.0,104.88470248774047,8,-9.88470248774047
CIN,2019,91.0,109.94203319454118,7,-18.94203319454118
CIN,2020,151.0,123.65479813351863,7,27.345201866481375
CIN,2021,80.0,131.09373628153236,9,-51.09373628153236
CIN,2022,56.0,73.29899514492794,6,-17.298995144927943
CIN,2023,38.0,82.53241832143677,8,-44.532418321436765
CLE,2000,75.0,141.16058507962947,10,-66.16058507962947
CLE,2001,85.0,105.9300935778902,7,-20.930093577890204
CLE,2002,102.0,122.13385532730848,8,-20.13385532730848
CLE,2003,66.0,100.97078048140126,6,-34.97078048140126
CLE,2004,41.0,79.21647774466562,5,-38.216477744665625
CLE,2005,58.0,100.10306729210983,6,-42.10306729210983
CLE,2006,86.0,117.96737763242783,9,-31.967377632427826
CLE,2007,124.0,100.42611899956283,5,23.57388100043717
CLE,2008,35.0,33.59726310016061,4,1.4027368998393897
CLE,2009,57.0,105.99744701907568,5,-48.99744701907568
CLE,2010,92.0,106.40207322193868,6,-14.402073221938679
CLE,2011,91.0,107.6155511228812,8,-16.6155511228812
CLE,2012,74.0,152.3588451722773,10,-78.35884517227731
CLE,2013,16.0,65.25074932262731,4,-49.250749322627314
CLE,2014,107.0,122.54735716774161,6,-15.547357167741609
CLE,2015,55.0,137.2713813254494,9,-82.2713813254494
CLE,2016,97.0,161.3403347848575,13,-64.3403347848575
CLE,2017,155.0,147.82098797704666,8,7.179012022953344
CLE,2018,145.0,172.33309506179663,8,-27.333095061796627
CLE,2019,46.0,67.9637250794546,6,-21.963725079454605
CLE,2020,95.0,109.67460248343933,7,-14.67460248343933
CLE,2021,60.0,97.53345961771873,8,-37.533459617718734
CLE,2022,35.0,75.46331388862487,8,-40.46331388862487
CLE,2023,19.0,51.21410383737628,7,-32.21410383737628
DAL,2000,31.0,48.55069025445596,5,-17.550690254455958
DAL,2001,53.0,104.33358564311268,9,-51.333585643112684
DAL,2002,139.0,109.17399285128943,7,29.826007148710573
DAL,2003,194.0,91.86525385374999,5,102.13474614625001
DAL,2004,64.0,57.091228376999574,5,6.908771623000426
DAL,2005,245.0,120.34744662780234,7,124.65255337219766
DAL,2006,39.0,83.85974150617179,6,-44.85974150617179
DAL,2007,103.0,68.40502015004716,7,34.594979849952836
DAL,2008,86.0,85.91122635365689,5,0.08877364634311391
DAL,2009,12.0,73.52207983298257,8,-61.52207983298257
DAL,2010,119.0,51.23650853655718,3,67.76349146344282
DAL,2011,153.0,96.08603463265506,6,56.91396536734494
DAL,2012,61.0,62.04117539199976,4,-1.041175391999758
DAL,2013,113.0,98.94342133831816,7,14.05657866168184
DAL,2014,193.0,79.16130545545317,5,113.83869454454683
DAL,2015,57.0,68.70934283217638,5,-11.709342832176375
DAL,2016,241.0,111.02316473425103,9,129.97683526574897
DAL,2017,69.0,64.33273214926075,6,4.66726785073925
DAL,2018,124.0,91.76827129463699,7,32.23172870536301
DAL,2019,71.0,50.54818271774449,4,20.45181728225551
DAL,2020,123.0,90.31128053467376,7,32.688719465326244
DAL,2021,114.0,113.68430759871836,10,0.31569240128163756
DAL,2022,83.0,89.25980093958663,8,-6.259800939586626
DAL,2023,23.0,64.74760900319635,6,-41.747609003196345
DEN,2000,136.0,121.36502933187538,8,14.634970668124623
DEN,2001,70.0,57.62757764458384,4,12.372422355416163
DEN,2002,95.0,86.66591920781904,8,8.334080792180956
DEN,2003,33.0,72.01569332548092,4,-39.015693325480925
DEN,2004,69.0,87.2366176705934,6,-18.236617670593404
DEN,2005,36.0,54.60247627184063,5,-18.60247627184063
DEN,2006,147.0,77.49376807799469,5,69.50623192200531
DEN,2007,41.0,76.07819901054899,4,-35.078199010548985
DEN,2008,95.0,93.38191828507108,7,1.6180817149289197
DEN,2009,57.0,127.83292974800185,7,-70.83292974800185
DEN,2010,152.0,120.21793958039694,7,31.782060419603056
DEN,2011,178.0,119.87468025040086,7,58.12531974959914
DEN,2012,105.0,82.4118612409518,6,22.588138759048206
DEN,2013,34.0,64.49886414944362,4,-30.49886414944362
DEN,2014,57.0,70.66969471282027,6,-13.669694712820274
DEN,2015,52.0,100.94013060492281,8,-48.940130604922814
DEN,2016,117.0,92.12440494870891,8,24.875595051291086
DEN,2017,53.0,75.56290380695862,6,-22.562903806958616
DEN,2018,114.0,123.75249049554449,9,-9.752490495544492
DEN,2019,64.0,93.56127951599001,5,-29.56127951599001
DEN,2020,73.0,124.92866635141972,10,-51.92866635141972
DEN,2021,129.0,112.65761713148694,9,16.342382868513056
DEN,2022,43.0,71.12069499524429,9,-28.120694995244293
DEN,2023,21.0,51.7023764793614,5,-30.702376479361398
DET,2000,38.0,67.40240013432827,3,-29.402400134328275
DET,2001,178.0,93.64093534591419,5,84.35906465408581
DET,2002,52.0,94.65897980483288,7,-42.65897980483288
DET,2003,85.0,114.61714212755494,7,-29.617142127554942
DET,2004,84.0,116.50817502975347,6,-32.508175029753474
DET,2005,19.0,80.05288632376815,5,-61.05288632376815
DET,2006,33.0,87.92432148490826,5,-54.92432148490826
DET,2007,98.0,113.22826198923103,6,-15.22826198923103
DET,2008,83.0,110.17257200846774,8,-27.17257200846774
DET,2009,199.0,144.06704527333375,8,54.93295472666625
DET,2010,95.0,102.32678275398384,5,-7.326782753983835
DET,2011,30.0,78.64021296345253,4,-48.64021296345253
DET,2012,68.0,100.37846574081439,8,-32.37846574081439
DET,2013,152.0,107.16737448321128,7,44.832625516788724
DET,2014,68.0,99.4275467567423,7,-31.427546756742302
DET,2015,39.0,79.890854686746,6,-40.890854686745996
DET,2016,136.0,123.9767076051032,9,12.0232923948968
DET,2017,77.0,85.63617684433017,8,-8.636176844330166
DET,2018,93.0,98.22812399231161,6,-5.228123992311609
DET,2019,53.0,87.55256404906388,7,-34.552564049063875
DET,2020,68.0,122.29235595533991,8,-54.292355955339914
DET,2021,144.0,96.78655869155773,7,47.21344130844227
DET,2022,84.0,124.3319158660931,8,-40.3319158660931
DET,2023,72.0,136.24817358049603,8,-64.24817358049603
GNB,2000,228.0,120.99079711527195,10,107.00920288472805
GNB,2001,40.0,96.69305151312702,6,-56.69305151312702
GNB,2002,100.0,64.63123224980885,5,35.368767750191154
GNB,2003,55.0,55.854267225811995,4,-0.854267225811995
GNB,2004,80.0,67.89256927281217,5,12.107430727187833
GNB,2005,251.0,116.38065739033544,9,134.61934260966456
GNB,2006,208.0,154.91140554128603,10,53.08859445871397
GNB,2007,125.0,115.930893643342,9,9.069106356657997
GNB,2008,181.0,81.17520467600468,7,99.82479532399532
GNB,2009,186.0,104.94171498922103,7,81.05828501077897
GNB,2010,162.0,90.69492872186167,7,71.30507127813833
GNB,2011,81.0,82.3057722682848,7,-1.305772268284798
GNB,2012,70.0,88.03479703542995,6,-18.034797035429946
GNB,2013,161.0,119.47307542377405,10,41.52692457622595
GNB,2014,147.0,93.51417585893323,8,53.48582414106677
GNB,2015,53.0,74.1070448579127,8,-21.107044857912697
GNB,2016,144.0,99.79598270461017,7,44.20401729538983
GNB,2017,99.0,84.32269087797731,7,14.677309122022692
GNB,2018,77.0,91.23014608640595,9,-14.230146086405952
GNB,2019,112.0,121.58534679218951,8,-9.585346792189512
GNB,2020,90.0,96.28282636403203,8,-6.282826364032033
GNB,2021,84.0,93.48573584328813,8,-9.485735843288126
GNB,2022,120.0,118.62822376385492,10,1.371776236145081
GNB,2023,61.0,115.18118617175271,11,-54.181186171752714
HOU,2002,145.0,150.60159574701555,9,-5.601595747015551
HOU,2003,145.0,115.34990033406564,6,29.650099665934363
HOU,2004,49.0,79.58394296376352,5,-30.58394296376352
HOU,2005,38.0,74.59915153838888,5,-36.59915153838888
HOU,2006,164.0,127.36835195131513,7,36.631648048684866
HOU,2007,70.0,78.51010527802127,6,-8.510105278021271
HOU,2008,88.0,73.37717346985133,5,14.622826530148672
HOU,2009,114.0,96.9301150206104,8,17.0698849793896
HOU,2010,72.0,85.53634064895505,6,-13.536340648955047
HOU,2011,171.0,95.2836438732263,6,75.7163561267737
HOU,2012,110.0,103.7702781639697,7,6.2297218360302935
HOU,2013,72.0,43.69058357137602,3,28.309416428623983
HOU,2014,100.0,114.80661470344182,9,-14.806614703441824
HOU,2015,62.0,71.69458930732847,5,-9.69458930732847
HOU,2016,74.0,84.29569773081892,5,-10.295697730818915
HOU,2017,104.0,108.17245297633455,7,-4.172452976334554
HOU,2018,45.0,65.25267818190507,7,-20.25267818190507
HOU,2019,60.0,91.83383609095215,6,-31.833836090952147
HOU,2020,28.0,58.406941686217614,5,-30.406941686217614
HOU,2021,60.0,40.18702486755156,5,19.812975132448443
HOU,2022,76.0,151.39731531029685,9,-75.39731531029685
HOU,2023,81.0,138.95065185914277,9,-57.950651859142766
IND,2000,74.0,71.58997859289931,5,2.410021407100686
IND,2001,243.0,83.1196024831338,6,159.8803975168662
IND,2002,116.0,96.19066605508154,7,19.809333944918464
IND,2003,176.0,100.48225575891107,8,75.51774424108893
IND,2004,96.0,79.48654682847084,7,16.513453171529164
IND,2005,65.0,79.01504993442369,6,-14.015049934423686
IND,2006,148.0,86.10378649462496,7,61.896213505375044
IND,2007,67.0,107.2589284953837,9,-40.2589284953837
IND,2008,78.0,89.43463347035897,9,-11.434633470358975
IND,2009,91.0,88.0581220976953,7,2.9418779023046966
IND,2010,43.0,71.00263244351807,6,-28.002632443518067
IND,2011,66.0,61.09297072924956,4,4.907029270750442
IND,2012,187.0,118.26117937549795,7,68.73882062450205
IND,2013,32.0,71.36193082080295,5,-39.361930820802954
IND,2014,42.0,50.51013512580399,4,-8.510135125803991
IND,2015,51.0,97.30377317592755,8,-46.303773175927546
IND,2016,103.0,118.59148230985627,7,-15.591482309856275
IND,2017,101.0,89.36224792939511,7,11.63775207060489
IND,2018,258.0,164.54679118264698,10,93.45320881735302
IND,2019,74.0,95.19176392692722,7,-21.191763926927223
IND,2020,119.0,95.9020970018522,9,23.097902998147802
IND,2021,60.0,53.05919456853423,6,6.940805431465769
IND,2022,58.0,66.857692013233,7,-8.857692013233006
IND,2023,46.0,106.2049255084442,9,-60.204925508444205
JAX,2000,143.0,96.18244345150981,9,46.81755654849019
JAX,2001,116.0,84.7486809366865,5,31.251319063313503
JAX,2002,166.0,99.73711982833919,7,66.26288017166081
JAX,2003,148.0,90.38660271995204,6,57.61339728004796
JAX,2004,148.0,122.55291911217093,8,25.447080887829074
JAX,2005,74.0,94.79740168305094,8,-20.797401683050936
JAX,2006,131.0,73.09787846332908,6,57.90212153667092
JAX,2007,93.0,103.657259439649,8,-10.657259439648996
JAX,2008,18.0,59.35315571265203,3,-41.35315571265203
JAX,2009,108.0,119.57440367310832,9,-11.574403673108321
JAX,2010,45.0,71.1143631336336,5,-26.114363133633603
JAX,2011,35.0,75.33525421096711,5,-40.33525421096711
JAX,2012,34.0,84.99319724327087,5,-50.99319724327087
JAX,2013,79.0,111.65391326242897,8,-32.65391326242897
JAX,2014,173.0,133.73202932370742,9,39.26797067629258
JAX,2015,65.0,111.03253118761441,8,-46.03253118761441
JAX,2016,99.0,77.91614370889303,4,21.08385629110697
JAX,2017,85.0,100.03065000002674,6,-15.03065000002674
JAX,2018,61.0,79.88895077752568,6,-18.88895077752568
JAX,2019,83.0,95.67779588532255,6,-12.677795885322553
JAX,2020,64.0,138.36365231383832,11,-74.36365231383832
JAX,2021,113.0,146.45658650690243,7,-33.456586506902426
JAX,2022,72.0,123.39248636025742,7,-51.39248636025742
JAX,2023,46.0,103.18802955751048,10,-57.188029557510475
KAN,2000,93.0,89.80739527177843,7,3.1926047282215677
KAN,2001,35.0,57.68933297735666,6,-22.689332977356663
KAN,2002,28.0,71.1491405754018,4,-43.1491405754018
KAN,2003,96.0,101.61090518542147,8,-5.610905185421473
KAN,2004,57.0,78.96509147984618,6,-21.96509147984618
KAN,2005,108.0,72.78283425848129,5,35.21716574151871
KAN,2006,106.0,83.78695119982122,7,22.213048800178782
KAN,2007,71.0,78.28332121208742,5,-7.283321212087415
KAN,2008,189.0,166.43425141447423,11,22.565748585525768
KAN,2009,39.0,83.74525293955708,7,-44.745252939557076
KAN,2010,116.0,114.72495548738416,7,1.2750445126158354
KAN,2011,105.0,94.29422240525561,6,10.70577759474439
KAN,2012,75.0,96.23279134654575,6,-21.232791346545753
KAN,2013,159.0,116.56395303357247,7,42.436046966427526
KAN,2014,82.0,65.2020855090199,5,16.797914490980105
KAN,2015,99.0,95.48935902027885,8,3.5106409797211455
KAN,2016,173.0,66.00056257870597,7,106.99943742129403
KAN,2017,150.0,86.21477341888085,6,63.78522658111915
KAN,2018,46.0,58.46184829256305,5,-12.461848292563047
KAN,2019,63.0,64.61294636164806,6,-1.6129463616480564
KAN,2020,84.0,77.97277796563252,6,6.027222034367483
KAN,2021,104.0,57.37430294684479,6,46.62569705315521
KAN,2022,110.0,126.30477946961466,10,-16.304779469614658
KAN,2023,30.0,68.896523890351,6,-38.896523890351006
LAC,2017,130.0,109.76574641751837,7,20.234253582481628
LAC,2018,100.0,90.66358914019264,6,9.336410859807359
LAC,2019,76.0,92.45927355300667,7,-16.459273553006668
LAC,2020,110.0,94.16477973451686,6,15.835220265483144
LAC,2021,80.0,101.83045007220107,9,-21.830450072201074
LAC,2022,59.0,82.15543475240887,8,-23.155434752408866
LAC,2023,43.0,74.4204461338228,6,-31.420446133822793
LAR,2016,80.0,80.45302746272287,6,-0.4530274627228721
LAR,2017,121.0,71.04800673972254,7,49.95199326027746
LAR,2018,67.0,103.42136215964031,11,-36.42136215964031
LAR,2019,88.0,82.97180930286758,7,5.028190697132416
LAR,2020,49.0,87.6789641832746,8,-38.6789641832746
LAR,2021,50.0,72.978243353562,9,-22.978243353561993
LAR,2022,50.0,37.79994743926825,7,12.200052560731748
LAR,2023,74.0,110.39032287534046,13,-36.39032287534046
LVR,2020,34.0,85.41845906157624,5,-51.41845906157624
LVR,2021,69.0,81.64972098466072,6,-12.649720984660718
LVR,2022,33.0,48.90368507959931,6,-15.903685079599313
LVR,2023,36.0,108.52601292947219,9,-72.52601292947219
MIA,2000,45.0,52.752751616270686,5,-7.752751616270686
MIA,2001,76.0,70.51292974482065,4,5.487070255179347
MIA,2002,41.0,39.62439071351457,4,1.3756092864854281
MIA,2003,46.0,71.72402111050988,6,-25.72402111050988
MIA,2004,78.0,70.0278783692209,5,7.9721216307791
MIA,2005,92.0,100.59804979032106,5,-8.598049790321056
MIA,2006,18.0,45.38159774784588,3,-27.38159774784588
MIA,2007,97.0,127.47527145579467,8,-30.47527145579467
MIA,2008,100.0,128.55619820531828,7,-28.55619820531828
MIA,2009,82.0,88.6592557010725,7,-6.659255701072496
MIA,2010,127.0,85.21073392863764,6,41.78926607136236
MIA,2011,73.0,59.39040724500069,4,13.609592754999312
MIA,2012,108.0,117.1810390519639,8,-9.181039051963893
MIA,2013,45.0,117.05493528443311,8,-72.05493528443311
MIA,2014,71.0,95.71602471417668,7,-24.716024714176683
MIA,2015,81.0,91.27132615426069,6,-10.271326154260692
MIA,2016,99.0,89.74516108053218,7,9.254838919467815
MIA,2017,37.0,83.80519875761162,7,-46.80519875761162
MIA,2018,93.0,85.15161746446502,7,7.848382535534981
MIA,2019,81.0,81.71014707794158,6,-0.7101470779415848
MIA,2020,139.0,180.9807429802016,10,-41.9807429802016
MIA,2021,94.0,104.65685814183814,5,-10.656858141838143
MIA,2022,7.0,32.58319451100224,4,-25.58319451100224
MIA,2023,19.0,34.27451492339565,3,-15.27451492339565
MIN,2000,48.0,90.1180073202659,6,-42.1180073202659
MIN,2001,42.0,90.79079228882983,7,-48.790792288829834
MIN,2002,83.0,91.51604779705532,5,-8.516047797055322
MIN,2003,180.0,101.92710135410375,7,78.07289864589625
MIN,2004,70.0,99.62525055565854,7,-29.62525055565854
MIN,2005,25.0,103.75171396451903,5,-78.75171396451903
MIN,2006,149.0,108.75615426919809,6,40.24384573080191
MIN,2007,162.0,93.70799883923256,6,68.29200116076744
MIN,2008,58.0,45.5640973697391,4,12.435902630260898
MIN,2009,111.0,73.74080150260288,5,37.25919849739712
MIN,2010,95.0,74.27974639666198,6,20.720253603338023
MIN,2011,89.0,95.91019708710894,8,-6.910197087108941
MIN,2012,159.0,122.13987115514354,8,36.86012884485646
MIN,2013,88.0,116.72744357471947,7,-28.727443574719473
MIN,2014,126.0,109.11444648475198,8,16.88555351524802
MIN,2015,184.0,103.42276564845511,8,80.57723435154489
MIN,2016,30.0,73.09715017242884,7,-43.09715017242884
MIN,2017,110.0,81.71358222538494,7,28.28641777461506
MIN,2018,69.0,74.07388795861792,6,-5.073887958617917
MIN,2019,90.0,113.45829944995656,10,-23.458299449956556
MIN,2020,159.0,138.52823380066482,12,20.47176619933518
MIN,2021,54.0,95.82408742627852,8,-41.824087426278524
MIN,2022,38.0,101.06012839423703,8,-63.060128394237026
MIN,2023,21.0,58.95730946360983,5,-37.95730946360983
NOR,2000,53.0,57.87336910143821,6,-4.8733691014382075
NOR,2001,79.0,57.47419049624449,3,21.52580950375551
NOR,2002,111.0,109.45501775753006,6,1.544982242469942
NOR,2003,71.0,103.14652034639515,6,-32.14652034639515
NOR,2004,110.0,83.83395447431414,6,26.16604552568586
NOR,2005,60.0,74.0436099737185,4,-14.043609973718503
NOR,2006,306.0,91.03706141664237,5,214.96293858335764
NOR,2007,75.0,59.49083764255117,4,15.50916235744883
NOR,2008,93.0,86.28601506216523,6,6.713984937834766
NOR,2009,55.0,50.56781430618014,3,4.432185693819861
NOR,2010,71.0,68.98819612534093,4,2.0118038746590656
NOR,2011,161.0,86.90186232559593,5,74.09813767440407
NOR,2012,26.0,27.630301436001947,3,-1.6303014360019468
NOR,2013,92.0,66.94850868793773,4,25.051491312062268
NOR,2014,22.0,58.227904813291076,4,-36.227904813291076
NOR,2015,103.0,108.1693802790528,7,-5.1693802790528025
NOR,2016,120.0,83.45825136357006,5,36.54174863642994
NOR,2017,224.0,117.23770338520461,6,106.76229661479539
NOR,2018,37.0,53.808946217344364,3,-16.808946217344364
NOR,2019,52.0,49.184884825670565,4,2.815115174329435
NOR,2020,42.0,57.448007911301275,3,-15.448007911301275
NOR,2021,54.0,78.13104219148215,6,-24.131042191482152
